cache	rss	rss_huge	shmem	mapped_file	dirty	writeback	pgpgin	pgpgout	pgfault	pgmajfault	inactive_anon	active_anon	inactive_file	active_file	unevictable	hierarchical_memory_limit	total_cache	total_rss	total_rss_huge	total_shmem	total_mapped_file	total_dirty	total_writeback	total_pgpgin	total_pgpgout	total_pgfault	total_pgmajfault	total_inactive_anon	total_active_anon	total_inactive_file	total_active_file	total_unevictable	
0	1630208	0	0	0	0	0	3201	2823	4422	0	0	1654784	0	0	0	31457280	0	1630208	0	0	0	0	0	3201	2823	4422	0	0	1654784	0	0	0	
0	1703936	0	0	0	0	0	9207	8784	12276	0	0	1941504	0	0	0	31457280	0	1703936	0	0	0	0	0	9207	8784	12276	0	0	1941504	0	0	0	
0	1163264	0	0	0	0	0	13662	13276	18051	0	0	1490944	0	0	0	31457280	0	1163264	0	0	0	0	0	13662	13276	18051	0	0	1490944	0	0	0	
0	1818624	0	0	0	0	0	19173	18687	25212	0	0	1953792	0	0	0	31457280	0	1818624	0	0	0	0	0	19173	18687	25212	0	0	1953792	0	0	0	
0	1843200	0	0	0	0	0	25113	24715	33033	0	0	1904640	0	0	0	31457280	0	1843200	0	0	0	0	0	25113	24715	33033	0	0	1904640	0	0	0	
0	970752	0	0	0	0	0	30294	30007	39699	0	0	1204224	0	0	0	31457280	0	970752	0	0	0	0	0	30294	30007	39699	0	0	1204224	0	0	0	
0	880640	0	0	0	0	0	34485	34331	45309	0	0	966656	20480	0	0	31457280	0	880640	0	0	0	0	0	34485	34331	45309	0	0	966656	20480	0	0	
0	1798144	0	0	0	0	0	39270	38864	51447	0	0	1859584	0	0	0	31457280	0	1798144	0	0	0	0	0	39270	38864	51447	0	0	1859584	0	0	0	
0	978944	0	0	0	0	0	43230	42987	56562	0	0	1167360	0	0	0	31457280	0	978944	0	0	0	0	0	43230	42987	56562	0	0	1167360	0	0	0	
0	1396736	0	0	0	0	0	48906	48504	64020	0	0	1896448	0	0	0	31457280	0	1396736	0	0	0	0	0	48906	48504	64020	0	0	1896448	0	0	0	
0	1650688	0	0	0	0	0	55209	54785	72204	0	0	1896448	0	0	0	31457280	0	1650688	0	0	0	0	0	55209	54785	72204	0	0	1896448	0	0	0	
0	1810432	0	0	0	0	0	60390	59949	78837	0	0	1912832	0	0	0	31457280	0	1810432	0	0	0	0	0	60390	59949	78837	0	0	1912832	0	0	0	
0	1884160	0	0	0	0	0	64218	63833	83985	0	0	1896448	0	0	0	31457280	0	1884160	0	0	0	0	0	64218	63833	83985	0	0	1896448	0	0	0	
0	1716224	0	0	0	0	0	68178	67679	89067	0	0	1937408	0	0	0	31457280	0	1716224	0	0	0	0	0	68178	67679	89067	0	0	1937408	0	0	0	
0	811008	0	0	0	0	0	71214	71047	93225	0	0	917504	24576	0	0	31457280	0	811008	0	0	0	0	0	71214	71047	93225	0	0	917504	24576	0	0	
0	974848	0	0	0	0	0	72765	72658	95469	0	0	925696	24576	0	0	31457280	0	974848	0	0	0	0	0	72765	72658	95469	0	0	925696	24576	0	0	
0	1011712	0	0	0	0	0	76791	76538	100782	0	0	1089536	24576	0	0	31457280	0	1011712	0	0	0	0	0	76791	76538	100782	0	0	1089536	24576	0	0	
0	1085440	0	0	0	0	0	81213	80985	106491	0	0	1290240	4096	0	0	31457280	0	1085440	0	0	0	0	0	81213	80985	106491	0	0	1290240	4096	0	0	
0	1789952	0	0	0	0	0	85173	84742	111573	0	0	2031616	4096	0	0	31457280	0	1789952	0	0	0	0	0	85173	84742	111573	0	0	2031616	4096	0	0	
0	712704	0	0	0	0	0	89100	88958	116688	0	0	925696	24576	0	0	31457280	0	712704	0	0	0	0	0	89100	88958	116688	0	0	925696	24576	0	0	
0	1970176	0	0	0	0	0	93918	93510	122991	0	0	2043904	4096	0	0	31457280	0	1970176	0	0	0	0	0	93918	93510	122991	0	0	2043904	4096	0	0	
0	1495040	0	0	0	0	0	98736	98304	129228	0	0	1986560	4096	0	0	31457280	0	1495040	0	0	0	0	0	98736	98304	129228	0	0	1986560	4096	0	0	
0	1695744	0	0	0	0	0	102366	101957	133980	0	0	1994752	4096	0	0	31457280	0	1695744	0	0	0	0	0	102366	101957	133980	0	0	1994752	4096	0	0	
0	1785856	0	0	0	0	0	108438	107942	141834	0	0	1982464	4096	0	0	31457280	0	1785856	0	0	0	0	0	108438	107942	141834	0	0	1982464	4096	0	0	
0	1015808	0	0	0	0	0	113256	113019	148104	0	0	1257472	4096	0	0	31457280	0	1015808	0	0	0	0	0	113256	113019	148104	0	0	1257472	4096	0	0	
0	1732608	0	0	0	0	0	118041	117625	154440	0	0	2027520	4096	0	0	31457280	0	1732608	0	0	0	0	0	118041	117625	154440	0	0	2027520	4096	0	0	
0	856064	0	0	0	0	0	122001	121897	159621	0	0	1060864	24576	0	0	31457280	0	856064	0	0	0	0	0	122001	121897	159621	0	0	1060864	24576	0	0	
0	1572864	0	0	0	0	0	126819	126390	165825	0	0	2048000	4096	0	0	31457280	0	1572864	0	0	0	0	0	126819	126390	165825	0	0	2048000	4096	0	0	
0	1794048	0	0	0	0	0	130779	130312	170907	0	0	2060288	4096	0	0	31457280	0	1794048	0	0	0	0	0	130779	130312	170907	0	0	2060288	4096	0	0	
0	1822720	0	0	0	0	0	135267	134893	176814	0	0	1990656	4096	0	0	31457280	0	1822720	0	0	0	0	0	135267	134893	176814	0	0	1990656	4096	0	0	
0	999424	0	0	0	0	0	139227	138980	181929	0	0	1257472	4096	0	0	31457280	0	999424	0	0	0	0	0	139227	138980	181929	0	0	1257472	4096	0	0	
0	991232	0	0	0	0	0	144078	143819	188166	0	0	1290240	4096	0	0	31457280	0	991232	0	0	0	0	0	144078	143819	188166	0	0	1290240	4096	0	0	
0	1163264	0	0	0	0	0	149193	148941	194865	0	0	1261568	4096	0	0	31457280	0	1163264	0	0	0	0	0	149193	148941	194865	0	0	1261568	4096	0	0	
0	958464	0	0	0	0	0	154671	154459	202092	0	0	1142784	24576	0	0	31457280	0	958464	0	0	0	0	0	154671	154459	202092	0	0	1142784	24576	0	0	
0	1040384	0	0	0	0	0	160710	160439	209748	0	0	1294336	4096	0	0	31457280	0	1040384	0	0	0	0	0	160710	160439	209748	0	0	1294336	4096	0	0	
0	1622016	0	0	0	0	0	167343	166849	218427	0	0	2031616	4096	0	0	31457280	0	1622016	0	0	0	0	0	167343	166849	218427	0	0	2031616	4096	0	0	
0	1642496	0	0	0	0	0	173052	172611	225918	0	0	2048000	4096	0	0	31457280	0	1642496	0	0	0	0	0	173052	172611	225918	0	0	2048000	4096	0	0	
0	1929216	0	0	0	0	0	179982	179596	234960	0	0	2031616	4096	0	0	31457280	0	1929216	0	0	0	0	0	179982	179596	234960	0	0	2031616	4096	0	0	
0	1650688	0	0	0	0	0	187242	186752	244332	0	0	2043904	4096	0	0	31457280	0	1650688	0	0	0	0	0	187242	186752	244332	0	0	2043904	4096	0	0	
0	1642496	0	0	0	0	0	192984	192488	251856	0	0	2027520	4096	0	0	31457280	0	1642496	0	0	0	0	0	192984	192488	251856	0	0	2027520	4096	0	0	
0	1753088	0	0	0	0	0	198132	197680	258522	0	0	1945600	4096	0	0	31457280	0	1753088	0	0	0	0	0	198132	197680	258522	0	0	1945600	4096	0	0	
0	1073152	0	0	0	0	0	202026	201828	263637	0	0	1298432	4096	0	0	31457280	0	1073152	0	0	0	0	0	202026	201828	263637	0	0	1298432	4096	0	0	
0	1036288	0	0	0	0	0	207240	206972	270303	0	0	1298432	4096	0	0	31457280	0	1036288	0	0	0	0	0	207240	206972	270303	0	0	1298432	4096	0	0	
0	1687552	0	0	0	0	0	211728	211279	276210	0	0	2031616	4096	0	0	31457280	0	1687552	0	0	0	0	0	211728	211279	276210	0	0	2031616	4096	0	0	
0	1056768	0	0	0	0	0	215985	215754	281721	0	0	1294336	4096	0	0	31457280	0	1056768	0	0	0	0	0	215985	215754	281721	0	0	1294336	4096	0	0	
0	962560	0	0	0	0	0	220143	219913	287232	0	0	1294336	4096	0	0	31457280	0	962560	0	0	0	0	0	220143	219913	287232	0	0	1294336	4096	0	0	
0	1826816	0	0	0	0	0	224136	223633	292281	0	0	1982464	4096	0	0	31457280	0	1826816	0	0	0	0	0	224136	223633	292281	0	0	1982464	4096	0	0	
0	1589248	0	0	0	0	0	229218	228794	298980	0	0	2031616	4096	0	0	31457280	0	1589248	0	0	0	0	0	229218	228794	298980	0	0	2031616	4096	0	0	
0	1273856	0	0	0	0	0	234696	234394	306075	0	0	1261568	4096	0	0	31457280	0	1273856	0	0	0	0	0	234696	234394	306075	0	0	1261568	4096	0	0	
0	970752	0	0	0	0	0	239811	239539	312741	0	0	1294336	4096	0	0	31457280	0	970752	0	0	0	0	0	239811	239539	312741	0	0	1294336	4096	0	0	
0	954368	0	0	0	0	0	246246	246035	321156	0	0	1236992	4096	0	0	31457280	0	954368	0	0	0	0	0	246246	246035	321156	0	0	1236992	4096	0	0	
0	1024000	0	0	0	0	0	253176	252895	330231	0	0	1085440	24576	0	0	31457280	0	1024000	0	0	0	0	0	253176	252895	330231	0	0	1085440	24576	0	0	
0	1667072	0	0	0	0	0	260667	260216	339867	0	0	1982464	4096	0	0	31457280	0	1667072	0	0	0	0	0	260667	260216	339867	0	0	1982464	4096	0	0	
0	1171456	0	0	0	0	0	265485	265223	346071	0	0	1290240	4096	0	0	31457280	0	1171456	0	0	0	0	0	265485	265223	346071	0	0	1290240	4096	0	0	
0	1687552	0	0	0	0	0	270600	270163	352803	0	0	1978368	4096	0	0	31457280	0	1687552	0	0	0	0	0	270600	270163	352803	0	0	1978368	4096	0	0	
0	1212416	0	0	0	0	0	275715	275498	359502	0	0	1294336	4096	0	0	31457280	0	1212416	0	0	0	0	0	275715	275498	359502	0	0	1294336	4096	0	0	
0	1110016	0	0	0	0	0	281523	281224	366960	0	0	1298432	4096	0	0	31457280	0	1110016	0	0	0	0	0	281523	281224	366960	0	0	1298432	4096	0	0	
0	774144	0	0	0	0	0	287001	286749	374187	0	0	1089536	24576	0	0	31457280	0	774144	0	0	0	0	0	287001	286749	374187	0	0	1089536	24576	0	0	
0	1142784	0	0	0	0	0	293040	292808	382041	0	0	1155072	24576	0	0	31457280	0	1142784	0	0	0	0	0	293040	292808	382041	0	0	1155072	24576	0	0	
0	1675264	0	0	0	0	0	299013	298554	389763	0	0	1994752	4096	0	0	31457280	0	1675264	0	0	0	0	0	299013	298554	389763	0	0	1994752	4096	0	0	
0	1040384	0	0	0	0	0	305052	304788	397617	0	0	1294336	4096	0	0	31457280	0	1040384	0	0	0	0	0	305052	304788	397617	0	0	1294336	4096	0	0	
0	1585152	0	0	0	0	0	311982	311523	406626	0	0	2027520	4096	0	0	31457280	0	1585152	0	0	0	0	0	311982	311523	406626	0	0	2027520	4096	0	0	
0	1642496	0	0	0	0	0	318054	317628	414513	0	0	1945600	4096	0	0	31457280	0	1642496	0	0	0	0	0	318054	317628	414513	0	0	1945600	4096	0	0	
0	1736704	0	0	0	0	0	324687	324289	423159	0	0	1986560	4096	0	0	31457280	0	1736704	0	0	0	0	0	324687	324289	423159	0	0	1986560	4096	0	0	
0	1699840	0	0	0	0	0	331320	330907	431805	0	0	2031616	4096	0	0	31457280	0	1699840	0	0	0	0	0	331320	330907	431805	0	0	2031616	4096	0	0	
0	1634304	0	0	0	0	0	338316	337844	440880	0	0	1982464	4096	0	0	31457280	0	1634304	0	0	0	0	0	338316	337844	440880	0	0	1982464	4096	0	0	
0	1703936	0	0	0	0	0	344949	344488	449460	0	0	1986560	4096	0	0	31457280	0	1703936	0	0	0	0	0	344949	344488	449460	0	0	1986560	4096	0	0	
0	1048576	0	0	0	0	0	350988	350705	457347	0	0	1298432	4096	0	0	31457280	0	1048576	0	0	0	0	0	350988	350705	457347	0	0	1298432	4096	0	0	
0	638976	0	0	0	0	0	358248	358025	466818	0	0	983040	24576	0	0	31457280	0	638976	0	0	0	0	0	358248	358025	466818	0	0	983040	24576	0	0	
0	1597440	0	0	0	0	0	364848	364395	475365	0	0	2031616	4096	0	0	31457280	0	1597440	0	0	0	0	0	364848	364395	475365	0	0	2031616	4096	0	0	
0	1089536	0	0	0	0	0	370623	370292	482889	0	0	1298432	4096	0	0	31457280	0	1089536	0	0	0	0	0	370623	370292	482889	0	0	1298432	4096	0	0	
0	991232	0	0	0	0	0	376365	376067	490347	0	0	1241088	4096	0	0	31457280	0	991232	0	0	0	0	0	376365	376067	490347	0	0	1241088	4096	0	0	
0	827392	0	0	0	0	0	382998	382846	499026	0	0	929792	24576	0	0	31457280	0	827392	0	0	0	0	0	382998	382846	499026	0	0	929792	24576	0	0	
0	1810432	0	0	0	0	0	388707	388241	506385	0	0	1986560	4096	0	0	31457280	0	1810432	0	0	0	0	0	388707	388241	506385	0	0	1986560	4096	0	0	
0	1744896	0	0	0	0	0	394680	394318	514272	0	0	1978368	4096	0	0	31457280	0	1744896	0	0	0	0	0	394680	394318	514272	0	0	1978368	4096	0	0	
0	1626112	0	0	0	0	0	400158	399729	521334	0	0	2048000	4096	0	0	31457280	0	1626112	0	0	0	0	0	400158	399729	521334	0	0	2048000	4096	0	0	
0	1531904	0	0	0	0	0	406197	405761	529188	0	0	2027520	4096	0	0	31457280	0	1531904	0	0	0	0	0	406197	405761	529188	0	0	2027520	4096	0	0	
0	1097728	0	0	0	0	0	413160	412893	538164	0	0	1294336	4096	0	0	31457280	0	1097728	0	0	0	0	0	413160	412893	538164	0	0	1294336	4096	0	0	
0	933888	0	0	0	0	0	419793	419518	546810	0	0	1261568	4096	0	0	31457280	0	933888	0	0	0	0	0	419793	419518	546810	0	0	1261568	4096	0	0	
0	745472	0	0	0	0	0	427020	426842	556182	0	0	925696	24576	0	0	31457280	0	745472	0	0	0	0	0	427020	426842	556182	0	0	925696	24576	0	0	
0	1073152	0	0	0	0	0	434577	434347	566016	0	0	1294336	4096	0	0	31457280	0	1073152	0	0	0	0	0	434577	434347	566016	0	0	1294336	4096	0	0	
0	1171456	0	0	0	0	0	441474	441232	574992	0	0	1298432	4096	0	0	31457280	0	1171456	0	0	0	0	0	441474	441232	574992	0	0	1298432	4096	0	0	
0	839680	0	0	0	0	0	447645	447444	583044	0	0	1134592	24576	0	0	31457280	0	839680	0	0	0	0	0	447645	447444	583044	0	0	1134592	24576	0	0	
0	778240	0	0	0	0	0	453981	453722	591228	0	0	1134592	24576	0	0	31457280	0	778240	0	0	0	0	0	453981	453722	591228	0	0	1134592	24576	0	0	
0	999424	0	0	0	0	0	460878	460597	600072	0	0	1298432	4096	0	0	31457280	0	999424	0	0	0	0	0	460878	460597	600072	0	0	1298432	4096	0	0	
0	835584	0	0	0	0	0	466653	466430	607695	0	0	1085440	24576	0	0	31457280	0	835584	0	0	0	0	0	466653	466430	607695	0	0	1085440	24576	0	0	
0	827392	0	0	0	0	0	472362	472137	615153	0	0	1089536	24576	0	0	31457280	0	827392	0	0	0	0	0	472362	472137	615153	0	0	1089536	24576	0	0	
0	1609728	0	0	0	0	0	478896	478464	623601	0	0	2027520	4096	0	0	31457280	0	1609728	0	0	0	0	0	478896	478464	623601	0	0	2027520	4096	0	0	
0	1716224	0	0	0	0	0	484011	483610	630267	0	0	2052096	4096	0	0	31457280	0	1716224	0	0	0	0	0	484011	483610	630267	0	0	2052096	4096	0	0	
0	1138688	0	0	0	0	0	488895	488664	636537	0	0	1294336	24576	0	0	31457280	0	1138688	0	0	0	0	0	488895	488664	636537	0	0	1294336	24576	0	0	
0	741376	0	0	0	0	0	494307	494144	643665	0	0	978944	24576	0	0	31457280	0	741376	0	0	0	0	0	494307	494144	643665	0	0	978944	24576	0	0	
0	1216512	0	0	0	0	0	500907	500711	652245	0	0	1261568	4096	0	0	31457280	0	1216512	0	0	0	0	0	500907	500711	652245	0	0	1261568	4096	0	0	
0	1081344	0	0	0	0	0	508167	507948	661650	0	0	1212416	4096	0	0	31457280	0	1081344	0	0	0	0	0	508167	507948	661650	0	0	1212416	4096	0	0	
0	839680	0	0	0	0	0	514569	514344	670098	0	0	1134592	24576	0	0	31457280	0	839680	0	0	0	0	0	514569	514344	670098	0	0	1134592	24576	0	0	
0	1830912	0	0	0	0	0	520839	520435	678117	0	0	1982464	4096	0	0	31457280	0	1830912	0	0	0	0	0	520839	520435	678117	0	0	1982464	4096	0	0	
0	1019904	0	0	0	0	0	527472	527276	686697	0	0	1204224	4096	0	0	31457280	0	1019904	0	0	0	0	0	527472	527276	686697	0	0	1204224	4096	0	0	
0	937984	0	0	0	0	0	534138	533870	695343	0	0	1298432	4096	0	0	31457280	0	937984	0	0	0	0	0	534138	533870	695343	0	0	1298432	4096	0	0	
0	1650688	0	0	0	0	0	540210	539767	703197	0	0	2043904	4096	0	0	31457280	0	1650688	0	0	0	0	0	540210	539767	703197	0	0	2043904	4096	0	0	
0	1478656	0	0	0	0	0	546051	545814	710919	0	0	1695744	4096	0	0	31457280	0	1478656	0	0	0	0	0	546051	545814	710919	0	0	1695744	4096	0	0	
0	1769472	0	0	0	0	0	551001	550556	717288	0	0	1994752	4096	0	0	31457280	0	1769472	0	0	0	0	0	551001	550556	717288	0	0	1994752	4096	0	0	
0	1667072	0	0	0	0	0	556512	556044	724350	0	0	2035712	4096	0	0	31457280	0	1667072	0	0	0	0	0	556512	556044	724350	0	0	2035712	4096	0	0	
0	1683456	0	0	0	0	0	561297	560880	730587	0	0	1986560	4096	0	0	31457280	0	1683456	0	0	0	0	0	561297	560880	730587	0	0	1986560	4096	0	0	
0	1273856	0	0	0	0	0	566082	565885	736956	0	0	1261568	4096	0	0	31457280	0	1273856	0	0	0	0	0	566082	565885	736956	0	0	1261568	4096	0	0	
0	888832	0	0	0	0	0	570933	570681	743160	0	0	1294336	4096	0	0	31457280	0	888832	0	0	0	0	0	570933	570681	743160	0	0	1294336	4096	0	0	
0	892928	0	0	0	0	0	577038	576883	751179	0	0	1060864	24576	0	0	31457280	0	892928	0	0	0	0	0	577038	576883	751179	0	0	1060864	24576	0	0	
0	987136	0	0	0	0	0	582483	582276	758208	0	0	1134592	24576	0	0	31457280	0	987136	0	0	0	0	0	582483	582276	758208	0	0	1134592	24576	0	0	
0	1679360	0	0	0	0	0	589083	588607	766656	0	0	1949696	4096	0	0	31457280	0	1679360	0	0	0	0	0	589083	588607	766656	0	0	1949696	4096	0	0	
0	966656	0	0	0	0	0	595485	595263	775038	0	0	1089536	24576	0	0	31457280	0	966656	0	0	0	0	0	595485	595263	775038	0	0	1089536	24576	0	0	
0	1159168	0	0	0	0	0	601392	601174	782760	0	0	1298432	4096	0	0	31457280	0	1159168	0	0	0	0	0	601392	601174	782760	0	0	1298432	4096	0	0	
0	1687552	0	0	0	0	0	607431	606981	790581	0	0	1986560	4096	0	0	31457280	0	1687552	0	0	0	0	0	607431	606981	790581	0	0	1986560	4096	0	0	
0	1134592	0	0	0	0	0	612579	612321	797214	0	0	1298432	4096	0	0	31457280	0	1134592	0	0	0	0	0	612579	612321	797214	0	0	1298432	4096	0	0	
0	741376	0	0	0	0	0	617463	617252	803682	0	0	1064960	24576	0	0	31457280	0	741376	0	0	0	0	0	617463	617252	803682	0	0	1064960	24576	0	0	
0	1175552	0	0	0	0	0	623337	623001	811239	0	0	1581056	4096	0	0	31457280	0	1175552	0	0	0	0	0	623337	623001	811239	0	0	1581056	4096	0	0	
0	1212416	0	0	0	0	0	629178	628900	818796	0	0	1290240	4096	0	0	31457280	0	1212416	0	0	0	0	0	629178	628900	818796	0	0	1290240	4096	0	0	
0	1671168	0	0	0	0	0	634656	634093	825858	0	0	1986560	4096	0	0	31457280	0	1671168	0	0	0	0	0	634656	634093	825858	0	0	1986560	4096	0	0	
0	1212416	0	0	0	0	0	638913	638681	831501	0	0	1089536	24576	0	0	31457280	0	1212416	0	0	0	0	0	638913	638681	831501	0	0	1089536	24576	0	0	
0	1085440	0	0	0	0	0	644259	644002	838365	0	0	1261568	4096	0	0	31457280	0	1085440	0	0	0	0	0	644259	644002	838365	0	0	1261568	4096	0	0	
0	1617920	0	0	0	0	0	651486	651059	847770	0	0	2048000	4096	0	0	31457280	0	1617920	0	0	0	0	0	651486	651059	847770	0	0	2048000	4096	0	0	
0	1695744	0	0	0	0	0	657195	656787	855228	0	0	1978368	4096	0	0	31457280	0	1695744	0	0	0	0	0	657195	656787	855228	0	0	1978368	4096	0	0	
0	991232	0	0	0	0	0	662442	662236	862092	0	0	1134592	24576	0	0	31457280	0	991232	0	0	0	0	0	662442	662236	862092	0	0	1134592	24576	0	0	
0	1122304	0	0	0	0	0	669009	668749	870540	0	0	1257472	4096	0	0	31457280	0	1122304	0	0	0	0	0	669009	668749	870540	0	0	1257472	4096	0	0	
0	876544	0	0	0	0	0	675114	674898	878592	0	0	1085440	24576	0	0	31457280	0	876544	0	0	0	0	0	675114	674898	878592	0	0	1085440	24576	0	0	
0	1687552	0	0	0	0	0	679536	679108	884268	0	0	2027520	4096	0	0	31457280	0	1687552	0	0	0	0	0	679536	679108	884268	0	0	2027520	4096	0	0	
0	1150976	0	0	0	0	0	684981	684765	891330	0	0	1261568	4096	0	0	31457280	0	1150976	0	0	0	0	0	684981	684765	891330	0	0	1261568	4096	0	0	
0	1810432	0	0	0	0	0	690426	690010	898326	0	0	1982464	4096	0	0	31457280	0	1810432	0	0	0	0	0	690426	690010	898326	0	0	1982464	4096	0	0	
0	1044480	0	0	0	0	0	695046	694805	904431	0	0	1089536	24576	0	0	31457280	0	1044480	0	0	0	0	0	695046	694805	904431	0	0	1089536	24576	0	0	
