cache	rss	rss_huge	shmem	mapped_file	dirty	writeback	pgpgin	pgpgout	pgfault	pgmajfault	inactive_anon	active_anon	inactive_file	active_file	unevictable	hierarchical_memory_limit	total_cache	total_rss	total_rss_huge	total_shmem	total_mapped_file	total_dirty	total_writeback	total_pgpgin	total_pgpgout	total_pgfault	total_pgmajfault	total_inactive_anon	total_active_anon	total_inactive_file	total_active_file	total_unevictable	
0	692224	0	0	0	0	0	3861	3689	5049	0	0	913408	24576	0	0	20971520	0	692224	0	0	0	0	0	3861	3689	5049	0	0	913408	24576	0	0	
0	1822720	0	0	0	0	0	4884	4476	6534	0	0	2134016	4096	0	0	20971520	0	1822720	0	0	0	0	0	4884	4476	6534	0	0	2134016	4096	0	0	
0	1925120	0	0	0	0	0	15345	14912	18810	0	0	2129920	4096	0	0	20971520	0	1925120	0	0	0	0	0	15345	14912	18810	0	0	2129920	4096	0	0	
0	2699264	0	0	0	0	0	24090	23496	29073	0	0	2863104	4096	0	0	20971520	0	2699264	0	0	0	0	0	24090	23496	29073	0	0	2863104	4096	0	0	
0	2596864	0	0	0	0	0	30228	29557	36201	0	0	2863104	4096	0	0	20971520	0	2596864	0	0	0	0	0	30228	29557	36201	0	0	2863104	4096	0	0	
0	1912832	0	0	0	0	0	36234	35786	43362	0	0	2134016	4096	0	0	20971520	0	1912832	0	0	0	0	0	36234	35786	43362	0	0	2134016	4096	0	0	
0	1871872	0	0	0	0	0	43263	42867	51612	0	0	2129920	4096	0	0	20971520	0	1871872	0	0	0	0	0	43263	42867	51612	0	0	2129920	4096	0	0	
0	2568192	0	0	0	0	0	49863	49261	59367	0	0	2867200	4096	0	0	20971520	0	2568192	0	0	0	0	0	49863	49261	59367	0	0	2867200	4096	0	0	
0	1892352	0	0	0	0	0	56925	56459	67716	0	0	2129920	4096	0	0	20971520	0	1892352	0	0	0	0	0	56925	56459	67716	0	0	2129920	4096	0	0	
0	1875968	0	0	0	0	0	66066	65615	78375	0	0	2138112	4096	0	0	20971520	0	1875968	0	0	0	0	0	66066	65615	78375	0	0	2138112	4096	0	0	
0	2564096	0	0	0	0	0	76593	76019	90849	0	0	2760704	24576	0	0	20971520	0	2564096	0	0	0	0	0	76593	76019	90849	0	0	2760704	24576	0	0	
0	1908736	0	0	0	0	0	84711	84283	100353	0	0	2134016	24576	0	0	20971520	0	1908736	0	0	0	0	0	84711	84283	100353	0	0	2134016	24576	0	0	
0	1974272	0	0	0	0	0	92268	91866	109263	0	0	2121728	4096	0	0	20971520	0	1974272	0	0	0	0	0	92268	91866	109263	0	0	2121728	4096	0	0	
0	1916928	0	0	0	0	0	99363	98889	117546	0	0	2134016	4096	0	0	20971520	0	1916928	0	0	0	0	0	99363	98889	117546	0	0	2134016	4096	0	0	
0	2600960	0	0	0	0	0	105930	105288	125268	0	0	2871296	24576	0	0	20971520	0	2600960	0	0	0	0	0	105930	105288	125268	0	0	2871296	24576	0	0	
0	1880064	0	0	0	0	0	112464	112086	132957	0	0	2134016	4096	0	0	20971520	0	1880064	0	0	0	0	0	112464	112086	132957	0	0	2134016	4096	0	0	
0	2514944	0	0	0	0	0	119559	118934	141306	0	0	2863104	4096	0	0	20971520	0	2514944	0	0	0	0	0	119559	118934	141306	0	0	2863104	4096	0	0	
0	2580480	0	0	0	0	0	126621	125993	149622	0	0	2871296	4096	0	0	20971520	0	2580480	0	0	0	0	0	126621	125993	149622	0	0	2871296	4096	0	0	
