cache	rss	rss_huge	shmem	mapped_file	dirty	writeback	pgpgin	pgpgout	pgfault	pgmajfault	inactive_anon	active_anon	inactive_file	active_file	unevictable	hierarchical_memory_limit	total_cache	total_rss	total_rss_huge	total_shmem	total_mapped_file	total_dirty	total_writeback	total_pgpgin	total_pgpgout	total_pgfault	total_pgmajfault	total_inactive_anon	total_active_anon	total_inactive_file	total_active_file	total_unevictable	
0	1794048	0	0	0	0	0	6831	6409	8415	0	0	2039808	0	0	0	15728640	0	1794048	0	0	0	0	0	6831	6409	8415	0	0	2039808	0	0	0	
0	962560	0	0	0	0	0	18579	18316	22308	0	0	1286144	20480	0	0	15728640	0	962560	0	0	0	0	0	18579	18316	22308	0	0	1286144	20480	0	0	
0	1511424	0	0	0	0	0	29238	28942	34881	0	0	1626112	20480	0	0	15728640	0	1511424	0	0	0	0	0	29238	28942	34881	0	0	1626112	20480	0	0	
0	2445312	0	0	0	0	0	40095	39520	47718	0	0	2772992	0	0	0	15728640	0	2445312	0	0	0	0	0	40095	39520	47718	0	0	2772992	0	0	0	
0	1806336	0	0	0	0	0	49698	49284	58971	0	0	2035712	0	0	0	15728640	0	1806336	0	0	0	0	0	49698	49284	58971	0	0	2035712	0	0	0	
0	1904640	0	0	0	0	0	59268	58826	70290	0	0	2031616	20480	0	0	15728640	0	1904640	0	0	0	0	0	59268	58826	70290	0	0	2031616	20480	0	0	
0	1773568	0	0	0	0	0	66825	66394	79233	0	0	2039808	0	0	0	15728640	0	1773568	0	0	0	0	0	66825	66394	79233	0	0	2039808	0	0	0	
0	2543616	0	0	0	0	0	74382	73756	88077	0	0	2772992	0	0	0	15728640	0	2543616	0	0	0	0	0	74382	73756	88077	0	0	2772992	0	0	0	
0	2658304	0	0	0	0	0	80883	80301	95865	0	0	2772992	0	0	0	15728640	0	2658304	0	0	0	0	0	80883	80301	95865	0	0	2772992	0	0	0	
0	2531328	0	0	0	0	0	87945	87395	104148	0	0	2809856	0	0	0	15728640	0	2531328	0	0	0	0	0	87945	87395	104148	0	0	2809856	0	0	0	
