cache	rss	rss_huge	shmem	mapped_file	dirty	writeback	pgpgin	pgpgout	pgfault	pgmajfault	inactive_anon	active_anon	inactive_file	active_file	unevictable	hierarchical_memory_limit	total_cache	total_rss	total_rss_huge	total_shmem	total_mapped_file	total_dirty	total_writeback	total_pgpgin	total_pgpgout	total_pgfault	total_pgmajfault	total_inactive_anon	total_active_anon	total_inactive_file	total_active_file	total_unevictable	
0	1622016	0	0	0	0	0	4323	3889	5445	0	0	2043904	20480	0	0	12582912	0	1622016	0	0	0	0	0	4323	3889	5445	0	0	2043904	20480	0	0	
0	2519040	0	0	0	0	0	11352	10759	13728	0	0	2768896	0	0	0	12582912	0	2519040	0	0	0	0	0	11352	10759	13728	0	0	2768896	0	0	0	
0	2510848	0	0	0	0	0	17886	17297	21417	0	0	2772992	0	0	0	12582912	0	2510848	0	0	0	0	0	17886	17297	21417	0	0	2772992	0	0	0	
0	2445312	0	0	0	0	0	24948	24422	29832	0	606208	2068480	0	0	0	12582912	0	2445312	0	0	0	0	0	24948	24422	29832	0	606208	2068480	0	0	0	
0	1822720	0	0	0	0	0	32043	31670	38247	0	606208	1339392	0	0	0	12582912	0	1822720	0	0	0	0	0	32043	31670	38247	0	606208	1339392	0	0	0	
0	1634304	0	0	0	0	0	38676	38232	46200	0	413696	1368064	20480	0	0	12582912	0	1634304	0	0	0	0	0	38676	38232	46200	0	413696	1368064	20480	0	0	
0	466944	0	0	0	0	0	46200	46112	55275	0	413696	229376	20480	0	0	12582912	0	466944	0	0	0	0	0	46200	46112	55275	0	413696	229376	20480	0	0	
0	1572864	0	0	0	0	0	56760	56372	67815	0	413696	1363968	0	0	0	12582912	0	1572864	0	0	0	0	0	56760	56372	67815	0	413696	1363968	0	0	0	
0	2162688	0	0	0	0	0	65373	64784	78045	0	413696	2113536	0	0	0	12582912	0	2162688	0	0	0	0	0	65373	64784	78045	0	413696	2113536	0	0	0	
0	901120	0	0	0	0	0	72006	71805	86097	0	409600	610304	20480	0	0	12582912	0	901120	0	0	0	0	0	72006	71805	86097	0	409600	610304	20480	0	0	
0	1679360	0	0	0	0	0	80454	80071	96096	0	409600	1368064	0	0	0	12582912	0	1679360	0	0	0	0	0	80454	80071	96096	0	409600	1368064	0	0	0	
0	2191360	0	0	0	0	0	89496	88934	106920	0	409600	2121728	0	0	0	12582912	0	2191360	0	0	0	0	0	89496	88934	106920	0	409600	2121728	0	0	0	
0	1515520	0	0	0	0	0	96063	95742	114708	0	327680	1294336	20480	0	0	12582912	0	1515520	0	0	0	0	0	96063	95742	114708	0	327680	1294336	20480	0	0	
0	2023424	0	0	0	0	0	104115	103594	124278	0	319488	2023424	0	0	0	12582912	0	2023424	0	0	0	0	0	104115	103594	124278	0	319488	2023424	0	0	0	
0	1327104	0	0	0	0	0	111441	111123	133188	0	315392	1302528	0	0	0	12582912	0	1327104	0	0	0	0	0	111441	111123	133188	0	315392	1302528	0	0	0	
0	2158592	0	0	0	0	0	120219	119725	143583	0	315392	2027520	0	0	0	12582912	0	2158592	0	0	0	0	0	120219	119725	143583	0	315392	2027520	0	0	0	
0	1482752	0	0	0	0	0	128766	128513	153747	0	315392	1294336	0	0	0	12582912	0	1482752	0	0	0	0	0	128766	128513	153747	0	315392	1294336	0	0	0	
0	1363968	0	0	0	0	0	135135	134852	161370	0	311296	1261568	0	0	0	12582912	0	1363968	0	0	0	0	0	135135	134852	161370	0	311296	1261568	0	0	0	
0	655360	0	0	0	0	0	142065	141903	169686	0	311296	655360	20480	0	0	12582912	0	655360	0	0	0	0	0	142065	141903	169686	0	311296	655360	20480	0	0	
0	2187264	0	0	0	0	0	148929	148468	177870	0	311296	2048000	20480	0	0	12582912	0	2187264	0	0	0	0	0	148929	148468	177870	0	311296	2048000	20480	0	0	
0	2158592	0	0	0	0	0	156948	156503	187407	0	311296	1990656	20480	0	0	12582912	0	2158592	0	0	0	0	0	156948	156503	187407	0	311296	1990656	20480	0	0	
0	2248704	0	0	0	0	0	163053	162557	194667	0	311296	1994752	20480	0	0	12582912	0	2248704	0	0	0	0	0	163053	162557	194667	0	311296	1994752	20480	0	0	
0	1376256	0	0	0	0	0	172062	171813	205458	0	307200	1306624	0	0	0	12582912	0	1376256	0	0	0	0	0	172062	171813	205458	0	307200	1306624	0	0	0	
0	1400832	0	0	0	0	0	181731	181376	216876	0	307200	1257472	0	0	0	12582912	0	1400832	0	0	0	0	0	181731	181376	216876	0	307200	1257472	0	0	0	
