cache	rss	rss_huge	shmem	mapped_file	dirty	writeback	pgpgin	pgpgout	pgfault	pgmajfault	inactive_anon	active_anon	inactive_file	active_file	unevictable	hierarchical_memory_limit	total_cache	total_rss	total_rss_huge	total_shmem	total_mapped_file	total_dirty	total_writeback	total_pgpgin	total_pgpgout	total_pgfault	total_pgmajfault	total_inactive_anon	total_active_anon	total_inactive_file	total_active_file	total_unevictable	
0	1888256	0	0	0	0	0	8844	8429	10725	0	0	2035712	0	0	0	20971520	0	1888256	0	0	0	0	0	8844	8429	10725	0	0	2035712	0	0	0	
0	1761280	0	0	0	0	0	24915	24522	29766	0	0	2035712	0	0	0	20971520	0	1761280	0	0	0	0	0	24915	24522	29766	0	0	2035712	0	0	0	
0	1896448	0	0	0	0	0	41547	41121	49401	0	0	2035712	0	0	0	20971520	0	1896448	0	0	0	0	0	41547	41121	49401	0	0	2035712	0	0	0	
0	2568192	0	0	0	0	0	58113	57548	68937	0	0	2727936	0	0	0	20971520	0	2568192	0	0	0	0	0	58113	57548	68937	0	0	2727936	0	0	0	
0	1654784	0	0	0	0	0	74712	74310	88572	0	0	2039808	20480	0	0	20971520	0	1654784	0	0	0	0	0	74712	74310	88572	0	0	2039808	20480	0	0	
0	1986560	0	0	0	0	0	92829	92413	109989	0	0	2035712	0	0	0	20971520	0	1986560	0	0	0	0	0	92829	92413	109989	0	0	2035712	0	0	0	
0	1912832	0	0	0	0	0	108900	108478	128964	0	0	2043904	0	0	0	20971520	0	1912832	0	0	0	0	0	108900	108478	128964	0	0	2043904	0	0	0	
0	1810432	0	0	0	0	0	125466	125075	148500	0	0	1986560	0	0	0	20971520	0	1810432	0	0	0	0	0	125466	125075	148500	0	0	1986560	0	0	0	
0	1900544	0	0	0	0	0	141603	141172	167541	0	0	2039808	0	0	0	20971520	0	1900544	0	0	0	0	0	141603	141172	167541	0	0	2039808	0	0	0	
0	1892352	0	0	0	0	0	157674	157239	186549	0	0	2031616	0	0	0	20971520	0	1892352	0	0	0	0	0	157674	157239	186549	0	0	2031616	0	0	0	
0	2711552	0	0	0	0	0	174207	173652	206151	0	0	2727936	0	0	0	20971520	0	2711552	0	0	0	0	0	174207	173652	206151	0	0	2727936	0	0	0	
0	1859584	0	0	0	0	0	190344	189926	225126	0	0	2043904	20480	0	0	20971520	0	1859584	0	0	0	0	0	190344	189926	225126	0	0	2043904	20480	0	0	
0	1855488	0	0	0	0	0	207438	207033	245355	0	0	2039808	0	0	0	20971520	0	1855488	0	0	0	0	0	207438	207033	245355	0	0	2039808	0	0	0	
0	1945600	0	0	0	0	0	224499	224119	265551	0	0	2035712	0	0	0	20971520	0	1945600	0	0	0	0	0	224499	224119	265551	0	0	2035712	0	0	0	
0	1941504	0	0	0	0	0	240636	240229	284559	0	0	2043904	0	0	0	20971520	0	1941504	0	0	0	0	0	240636	240229	284559	0	0	2043904	0	0	0	
0	1896448	0	0	0	0	0	257202	256764	304161	0	0	2039808	0	0	0	20971520	0	1896448	0	0	0	0	0	257202	256764	304161	0	0	2039808	0	0	0	
0	1736704	0	0	0	0	0	273603	273217	323565	0	0	2015232	20480	0	0	20971520	0	1736704	0	0	0	0	0	273603	273217	323565	0	0	2015232	20480	0	0	
0	2588672	0	0	0	0	0	289344	288772	342177	0	0	2772992	0	0	0	20971520	0	2588672	0	0	0	0	0	289344	288772	342177	0	0	2772992	0	0	0	
